input_text,target_text
"approval to realization: We saw anew that we cannot ever eliminate its threat, but that when cities react calmly and with courage, the impact of attacks can be limited and the goal of the terrorist to produce mayhem can be defeated.","Our realization was renewed that the danger of terrorism can never be entirely eliminated, but if cities respond with calmness and bravery, the effects of attacks can be reduced and the terrorist's aim of creating disorder can be foiled."
"admiration to approval: And we saw in the well-trained first responders, effective mail screening facilities and impressively swift law enforcement pursuit of wrongdoers that the investment we have made in preparation has paid off.","And we saw in the well-trained first responders, effective mail screening facilities and impressively swift law enforcement pursuit of wrongdoers that the investment we have made in preparation has paid off."
surprise to fear: outlandish and brazen that it sounds like the plot line of a horror .,outlandish and brazen that it sounds like the plot line of a horror .
"joy to approval: Those who make their living in the cab business are enjoying the moment: Cabbies are no longer maligned -- whether it's for running up the fare or refusing to stop when hailed on the street -- and are generating international good will, Gamboa's boss said.","Those employed in the taxi industry are currently relishing in a moment of positive public opinion, as stated by Gamboa's superior."
"embarrassment to remorse: wrongdoing, the 43-year-old duke has said he regrets the 'damage' caused and has made a public apology for the embarrassment his legal .","wrongdoing, the 43-year-old duke has said he regrets the 'damage' caused and has made a public apology for the embarrassment his legal ."
sadness to disappointment: problems were causing the Spanish royals.,problems were causing the Spanish royals.
gratitude to admiration: Dusan Tadic (left) has also impressed at St Mary's and has been nominated for October player of the month .,Dusan Tadic (left) has also impressed at St Mary's and has been nominated for October player of the month .
joy to admiration: Koeman (second left) congratulates his players after they won 1-0 away at Hull on Saturday .,Koeman (second left) praised his players for their 1-0 away win against Hull on Saturday.
"anger to sadness: Outraged: The attorney for the family of Miriam Carey who was killed by police on Capitol Hill six months ago says her autopsy found she was shot multiple times from behind, including a shot to the back of the head .","The family's attorney for Miriam Carey, who was fatally shot by police on Capitol Hill six months ago, is outraged after her autopsy report showed that she was shot multiple times from behind, including a shot to the back of her head."
"sadness to nervousness: to the shooting, Carney had displayed worrying signs of mental illness, .","to the shooting, Carney had displayed worrying signs of mental illness, ."
"optimism to nervousness: As concerns grow over the allure of ISIS to some young men, it’s hoped that the video will steer them away from travelling overseas.","As anxiety mounts about ISIS's attraction to some young men, the video is anticipated to deter them from travelling overseas."
"annoyance to disappointment: So dull is the training, that some police officers say they are falling asleep during the three-day long course which consists mainly of eight-hour long lectures.","So dull is the training, that some police officers say they are falling asleep during the three-day long course which consists mainly of eight-hour long lectures."
"sadness to disappointment: Now it stands ruined with the Mad Dog's illusion of power over the country shattered, like the windows in his once regal compound.","Now it stands ruined with the Mad Dog's illusion of power over the country shattered, like the windows in his once regal compound."
"admiration to approval: But Gozo is not just good for a holiday rental – it is worth buying there too, especially because of the limelight that will shine upon it in the coming year.","But Gozo is not just good for a holiday rental – it is worth buying there too, especially because of the limelight that will shine upon it in the coming year."
"gratitude to approval: Set to boom: Gozo is not just good for a holiday rental – it is worth buying there too, especially because of the limelight that will shine upon it in the coming year .","Set to boom: Gozo is not just good for a holiday rental – it is worth buying there too, especially because of the limelight that will shine upon it in the coming year ."
"annoyance to disapproval: I said I didn't have a gun, but it was so unfair, they wouldn't hear me out.","I protested my innocence of owning a gun, but they were biased and didn't give me a chance to explain."
joy to love: Loving: Coleen had been on holiday in Barbados .,Loving: Coleen had been on holiday in Barbados .
admiration to caring: and an inspiration to us all.,An encouragement for all of us.
love to desire: We shall cherish for ever the memories  we .,We shall cherish for ever the memories  we .
"love to sadness: much-loved daughter and sister, went to heaven at 2.50am this morning at .","At 2.50am this morning, the cherished daughter and sister departed for heaven."
gratitude to admiration: family would like to thank everyone involved in Rosie's life for their .,The family extends their appreciation to everyone who has played a role in Rosie's life.
gratitude to love: love and support and for their messages of heartfelt condolence today.,love and support and for their messages of heartfelt condolence today.
admiration to sadness: her.’ It was a heartfelt and moving tribute .,It was a touching and poignant tribute dedicated to her.
caring to sadness: My son’s heart bleeds for the child.,My son’s heart bleeds for the child.
caring to desire: I pray there is no rush to judgment.,My wish is that we avoid making hasty judgments.
"gratitude to admiration: And, with Annan seemingly determined to steal the headlines, the youngster completed the come-from-behind win with a majestic free-kick in added time to give the Tigers a 3-2 win.","And, with Annan seemingly determined to steal the headlines, the youngster completed the come-from-behind win with a majestic free-kick in added time to give the Tigers a 3-2 win."
optimism to desire: I’m just trying to do the best job I can.,I am striving to execute my tasks to the highest standard possible.
admiration to desire: I’m trying to be the best father I can to my kids.,I’m trying to be the best father I can to my kids.
"amusement to joy: A visit to one of Maui's farms can be both fun and educational, especially when it's in Kula.","A visit to one of Maui's farms can be both fun and educational, especially when it's in Kula."
sadness to disappointment: He has won 15 England caps since Capello handed him a debut four years ago but progress has been so painful at times that some have wondered if the young midfielder will ever be the player he promised to be as a teenager.,"Despite winning 15 England caps since his debut under Capello four years ago, the young midfielder's development has been difficult at times, leading some to question if he will ever reach his teenage promise."
joy to admiration: We had quite a good chat.,We had quite a good chat.
"admiration to approval: This season I’ve improved a lot, scored a few more; got a few more assists.","My performance has greatly improved this season, resulting in more goals and assists."
"approval to disapproval: I'm in favor of freedom of expression, but not the kind of freedom of expression that is built on lies.","While I believe in the right to express oneself, I do not condone the use of lies to do so."
"sadness to disappointment: Her taste for sugary carbs such as pasta and cheese sandwiches made her weight problem worse and by the age of 19, her eating had spiralled out of control.","Her taste for sugary carbs such as pasta and cheese sandwiches made her weight problem worse and by the age of 19, her eating had spiralled out of control."
"disgust to sadness: Paedophile Gareth French, 47, who was jailed for 12 years for brutally stabbing a schoolboy in the street and sexually assaulting a young girl .",A 47-year-old paedophile named Gareth French was imprisoned for 12 years after brutally stabbing a schoolboy and sexually assaulting a young girl.
sadness to disappointment: Their miserable start was compounded as rookie power forward Julius Randle crumbled to the hardwood after landing awkwardly on his right leg midway through the fourth quarter of the opening 108-90 loss to the Houston Rockets.,"The team's poor start was made worse when Julius Randle, a rookie power forward, landed awkwardly on his right leg and collapsed to the ground during the fourth quarter of their opening game, which they lost 108-90 to the Houston Rockets."
sadness to disappointment: It was during this period that patients needlessly died because of appalling standards of care.,"The period was marked by substandard care, resulting in avoidable patient deaths."
joy to love: But then Nicholson loves travelling first class.,But then Nicholson loves travelling first class.
"disappointment to disapproval: While the world of Downton may be becoming more obtainable, the reality unfortunately never will.","While it may be easier to access the world of Downton, it will never be a reality."
surprise to fear: Horrified New Yorkers witnessed the grim reality of life in Syria as they viewed graphic photographs smuggled out of the war-torn country.,Horrified New Yorkers witnessed the grim reality of life in Syria as they viewed graphic photographs smuggled out of the war-torn country.
surprise to sadness: Distressing: A woman covers her mouth as she views shocking images sumggled out of Syria on display at the UN headquarters in New York .,Distressing: A woman covers her mouth as she views shocking images sumggled out of Syria on display at the UN headquarters in New York .
"caring to sadness: Officials have expressed particular concern about the situation at Mount Ontake, a volcano that suddenly erupted last weekend, killing dozens of hikers.","Officials have expressed particular concern about the situation at Mount Ontake, a volcano that suddenly erupted last weekend, killing dozens of hikers."
"admiration to desire: His win at the Australian Open and present hot streak finds him ranked second in the world, but Djokovic has his sights firmly focused on achieving a long-held goal.","His win at the Australian Open and present hot streak finds him ranked second in the world, but Djokovic has his sights firmly focused on achieving a long-held goal."
"desire to disapproval: No, definitely not, but I am trying to keep up with this momentum and trying to keep up with this high level of performance as much as I can.""","No way, but I am making an effort to sustain this momentum and maintain this high level of performance."
disgust to fear: But just days after returning home to Edinburgh she was disgusted to find that it was the head of a huge leech which had set up camp in her nostril.,"Shortly after returning home to Edinburgh, she was horrified to discover a massive leech had made itself at home in her nasal cavity."
"caring to fear: Now scientists worry that someday, they'll try to take over your brain.","Now scientists worry that someday, they'll try to take over your brain."
"nervousness to disappointment: The violence has raised concerns about the ability of Iraqi security forces to ensure order, particularly after the United States withdrew troops at the end of 2011.","The recent violence has sparked doubts about the capacity of Iraqi security forces to uphold law and order, particularly following the US troop withdrawal in 2011."
"optimism to admiration: In fact, if Romney loses this election, he would make a great circus performer.","In fact, if Romney loses this election, he would make a great circus performer."
"confusion to surprise: At times, I truly wonder if Mitt realizes we have Google and can look up his record on issues.","At times, I truly wonder if Mitt realizes we have Google and can look up his record on issues."
"fear to sadness: David Gibson, 28,  fractured his skull, nose and both eye sockets after he fell face first into a barrier at the side of the pitch after a horror tackle .","After a dreadful tackle, David Gibson, 28, fell face-first into a barrier at the pitch's edge, fracturing his skull, nose, and both eye sockets."
"fear to sadness: A footballer fractured his skull, nose and both eye sockets after he fell face first into a barrier at the side of a pitch during a horror tackle.","A footballer suffered fractures to his skull, nose, and both eye sockets after falling into a barrier at the side of the pitch following a horrific tackle."
"gratitude to approval: Schumacher added: ""The good thing is that I have a lot of support from all around me.","Schumacher added: ""The good thing is that I have a lot of support from all around me."
"sadness to disappointment: Unfortunately, the mechanism did not work properly and audience members complained of a hissing noise accompanying the scents - as well as a delay between the actions and their corresponding smells.","Unfortunately, the mechanism did not work properly and audience members complained of a hissing noise accompanying the scents - as well as a delay between the actions and their corresponding smells."
"excitement to optimism: I'm part of Al Qaida and on June 1st I'm gonna do something really big bye.""","As a member of Al Qaida, I plan to do something major on June 1st. Farewell."
admiration to caring: Please respect them and leave the ancient wonders intact for everyone to enjoy.,Be mindful of them and refrain from damaging the ancient marvels so that everyone can appreciate them.
optimism to approval: It will be a hard fight and the only chance we have of winning is if we know that from the start.,"We face a tough battle, and our sole opportunity for success lies in recognizing this reality from the beginning."
"joy to disappointment: We must enjoy what happened, but if we lose the final, this semi-final will not be worth anything.","We must enjoy what happened, but if we lose the final, this semi-final will not be worth anything."
admiration to remorse: It was Walsh's finest hour and he even gained an apology from Armstrong during the course of the Texan's televised interview with Oprah Winfrey earlier this year.,"Armstrong issued an apology to Walsh during his interview with Oprah Winfrey earlier this year, marking Walsh's greatest achievement."
"excitement to love: I loved getting new information about Armstrong.""","I loved getting new information about Armstrong."""
"approval to realization: Walsh recognized the seriousness of the situation, but admitted his judgment became clouded.","Walsh realized the severity of the matter, but conceded his decision-making was compromised."
"caring to nervousness: He said Kazemi had seen another woman leave McNair's condo a few days before and was concerned ""whether or not her relationship was unraveling with Mr.","According to him, Kazemi had observed another woman leaving McNair's condo a few days earlier and was anxious about the possibility of their relationship falling apart."
excitement to desire: He was on the bench at the Liberty Stadium and is eager to get more game time.,He was on the bench at the Liberty Stadium and is eager to get more game time.
"optimism to admiration: There are strong possibilities that I remain in one of the major leagues but, to come back to Turkey (one of the journalists previously mentioned it), they have done good things in the Champions League recently.","There are strong possibilities that I remain in one of the major leagues but, to come back to Turkey (one of the journalists previously mentioned it), they have done good things in the Champions League recently."
excitement to joy: Kumar Sangakkara celebrates after scoring a century for the fourth consecutive World Cup game .,"After scoring a century for the fourth consecutive World Cup game, Kumar Sangakkara celebrates with joy."
optimism to approval: Like Instagram for doctors: Figure1 co-founder Dr Josh Landy said the new app will help improve patient care .,Like Instagram for doctors: Figure1 co-founder Dr Josh Landy said the new app will help improve patient care .
"gratitude to joy: In a message on his supporters' Facebook page on Tuesday, Chan said he was humbled by the birthday wishes he received.","In a message on his supporters' Facebook page on Tuesday, Chan said he was humbled by the birthday wishes he received."
"sadness to disappointment: distracted, find it difficult to sit still and can act without thinking of the consequences.","distracted, find it difficult to sit still and can act without thinking of the consequences."
"admiration to approval: We are huge fans on the Fashion Finder desk of classic style, whether that's in the form of the little black dress, simple pointed courts or a pleated maxi dress like Pippa's, we think simple and sophisticated is often the best way to go, especially for posh dos such as this.","At the Fashion Finder desk, we are enthusiastic supporters of timeless style, whether it's the little black dress, basic pointed heels, or a pleated maxi dress similar to Pippa's. We believe that uncomplicated and refined looks are often the most suitable, particularly for upscale occasions like this."
"excitement to joy: Talk about a Happy New Year: Mom Yaleni Tohalino gave birth to little Lorraine (left)  at 11.58 pm, on New Year's Eve, while son Brandon (right) was delivered at 12.01 am on New Year's Day .","The Tohalino family had a joyous start to the New Year as Mom Yaleni gave birth to Lorraine at 11.58 pm on New Year's Eve, and son Brandon was born just three minutes later at 12.01 am on New Year's Day."
"fear to sadness: In the past few years, the terror group has bombed churches and mosques, killed hundreds of people and kidnapped more than 200 teenage girls from a boarding school.","In recent years, the terrorist group has targeted both churches and mosques with bombings, causing the deaths of hundreds of people, and has also taken over 200 teenage girls from a boarding school."
fear to sadness: It has been a complete nightmare.,It has been a total catastrophe.
"approval to disgust: But the side effects experienced by the patients on the combination therapy were worse, though they were still manageable.","But the side effects experienced by the patients on the combination therapy were worse, though they were still manageable."
"admiration to approval: Now, the country's stunning natural and cultural attractions are recapturing the attention of both foreign travelers and investors keen to capitalize on that interest.","Presently, the nation's remarkable natural and cultural sites are regaining the attention of overseas visitors and investors who are eager to profit from this trend."
"fear to disappointment: South African photographer David Southwood recently made his second trip to Zimbabwe, and called it one of the ""most unnerving"" experiences he's ever had.",Zimbabwe's recent visit by South African photographer David Southwood was one of his most disconcerting experiences to date.
approval to caring: It's best to avoid car trips at night.,It's best to avoid car trips at night.
"sadness to annoyance: Talking to L’Equipe, scout Hillion said: ‘It’s a huge waste, because I’ve already said it and I’ll repeat it: he was the most talented one of his generation.","Talking to L’Equipe, scout Hillion said: ‘It’s a huge waste, because I’ve already said it and I’ll repeat it: he was the most talented one of his generation."
"approval to caring: There comes a time, when you accumulate failures, that there are problems at every club you go to, you have to ask yourself the right questions and question yourself.","When you have faced repeated failures and encountered problems at every club you have been to, it is crucial to ask yourself the right questions and self-reflect."
fear to nervousness: robot weapon and comes amid fears that the handing over of warfare to .,The transfer of warfare control is causing anxiety in light of the robot weapon.
optimism to approval: The positive comments were the confidence boost she needed to carry on .,The positive comments were the confidence boost she needed to carry on .
disgust to sadness: The other children would say really nasty things to me.,I was subjected to cruel remarks from the other children.
fear to sadness: My school days became a nightmare.,School became a source of constant torment for me.
"sadness to embarrassment: Ashamed of her growing belly, from the age of ten, Jess began raiding stashes of food from her parents' kitchen and hiding it to later gorge on in secret.","From the age of ten, Jess felt ashamed of her increasing belly and began taking food from her parents' kitchen to consume in secret."
disappointment to remorse: I am sorry to say that I know quite a few people who agreed to undergo major surgery upon their doctor's recommendation without investigating their options.,I am sorry to say that I know quite a few people who agreed to undergo major surgery upon their doctor's recommendation without investigating their options.
"optimism to desire: His family is now hoping to help others suffering from mental illness by talking about what happened to Marks in the three months since his arrest, she said.","By sharing Marks' story in the three months after his apprehension, his family hopes to aid others with mental illness."
disgust to disapproval: He told reporters at the time: 'Quite frankly I'm disgusted by the willful action of some of the officers of our police department.,He conveyed his strong disapproval of the intentional behavior of some police department officers to the media.
confusion to nervousness: I don’t know whether that is the case or not but I worry that it may be.,I don’t know whether that is the case or not but I worry that it may be.
caring to disappointment: Crime Prevention Minister Norman Baker admitted he was concerned by the fall in number of referrals .,The decline in referrals troubled Crime Prevention Minister Norman Baker.
"optimism to approval: However, I am determined to drive through the government’s commitments to improve the criminal justice system’s response to rape, to encourage more victims to seek help and to bring more perpetrators of these terrible crimes to justice and to push up level of convictions.","Nonetheless, I am committed to pushing forward the government's obligations to enhance the criminal justice system's response to rape, to encourage more victims to seek assistance, and to bring more perpetrators of these heinous crimes to justice, thereby increasing the level of convictions."
admiration to approval: encouraging to see that since 2006-07 the number of pregnant women who .,It is a positive sign that the quantity of pregnant women who... has risen since 2006-07.
"admiration to disapproval: For most people, sharks are magnificent creatures – but definitely the sort of beasts you would want to avoid coming into close contact with in a dark corner of the sea.","While sharks are fascinating creatures to most individuals, they are definitely not the kind of beasts you would want to cross paths with in the murky waters."
"confusion to fear: I don't wear chain mail, but I do wear equipment that isn't shiny or brightly coloured, because I don't want a shark to think it sees a fish and bite me in its confusion.","My gear isn't shiny or brightly coloured, as I fear a shark might mistake me for a fish and attack me, even though I don't wear chain mail."
"confusion to disappointment: The days of America's ""free"" and open roads are gone -- or perhaps they never existed at all.","The days of America's ""free"" and open roads are gone -- or perhaps they never existed at all."
"joy to approval: An alcohol-free dinner out makes a feel-good treat, while a gym session is a great way to relieve stress.","Opting for a dinner without alcohol can be a mood-boosting indulgence, and working out at the gym is an effective stress-reliever."
"admiration to approval: nice, you start off saying something like “that was a good word” and go .",Start off by acknowledging the speaker's good word choice and then proceed with your response.
"admiration to surprise: Amazing find: More pots found in the royal tomb of the Mayan king, located to the west of Guatemala City .","A stunning discovery has been made in the royal tomb of the Mayan king, located to the west of Guatemala City, with the unearthing of more pots."
"confusion to disappointment: No, I do not think I will ever be okay again”.","No, I do not think I will ever be okay again”."
fear to disappointment: a terrible stain on the reputation of this United Nations.,A damaging mark on the reputation of the United Nations.
"admiration to love: Eric, a 25-year-old university biology student, said: 'I really enjoy being in Plymouth and I love the scenery.","Eric, a 25-year-old university biology student, said: 'I really enjoy being in Plymouth and I love the scenery."
joy to admiration: Pedigree: Ajax manager Frank de Boer has enjoyed a phenomenal start to his managerial career in Holland .,"Ajax's coach, Frank de Boer, has experienced a remarkable start to his managerial profession in Holland."
excitement to joy: Crowds march down the street in the capital as they express their joy at the opportunity to have moderate voices heard .,Crowds march down the street in the capital as they express their joy at the opportunity to have moderate voices heard .
excitement to joy: Thousands of Iranian women took to the streets to celebrate Rowhani's victory today .,Rowhani's win was celebrated by thousands of Iranian women who rallied on the streets today.
excitement to joy: Young supporters of Rowhani dancing in celebration of his win.,The young followers of Rowhani are dancing to celebrate his win.
excitement to joy: Supporters of Rowhani have come out to celebrate following the announcement this evening .,Supporters of Rowhani have come out to celebrate following the announcement this evening .
"joy to approval: We didn't invent the deworming initiative, but we are happy to get it out there and show people the importance of it.","Although we didn't come up with the deworming initiative, we're content to spread awareness about its importance."
fear to sadness: The sickening details of a teenage girl's tortured death have been revealed in the autopsy report.,The sickening details of a teenage girl's tortured death have been revealed in the autopsy report.
"admiration to approval: it's a good idea to get married, video blogger Emily Hartridge's .","it's a good idea to get married, video blogger Emily Hartridge's ."
amusement to joy: They're pretty fun for boys to play with .,They're pretty fun for boys to play with .
approval to sadness: After a long hard day at work nothing is as comforting a resting place for our weary heads as the cushion of a bosom .,After a long hard day at work nothing is as comforting a resting place for our weary heads as the cushion of a bosom .
optimism to admiration: Boobs are pretty good for getting you laid .,Boobs are pretty good for getting you laid .
"approval to disapproval: If you asked me whether I'm addicted to my smartphone or whether I overuse it, I would say absolutely not.","If you asked me whether I'm addicted to my smartphone or whether I overuse it, I would say absolutely not."
"fear to sadness: Jessica Ridgeway's family today heard horrifying details of how their 10-year-old daughter had her hair cut off and was strangled, sexually assaulted and dismembered by a teenager.","Today, the family of Jessica Ridgeway was given disturbing information about how their 10-year-old daughter was sexually assaulted, strangled, dismembered, and had her hair cut off by a teenager."
caring to fear: Investigators fear some or all of these women may have also been murdered by Alcala.,Investigators fear some or all of these women may have also been murdered by Alcala.
"fear to sadness: Horror: Upon sentencing him for his part in the deaths of two women in New York in the 1970s, a judge wept calling his crimes 'inexplicably brutal and horrific' Machine: Authorities described Alcala as one of history's most brutal and focused serial killers .","The judge wept as he sentenced Alcala for his role in the deaths of two women in the 1970s, describing his crimes as inexplicably brutal and horrific."
excitement to love: I love the fact that I'm 42 years old and lucky enough to get this chance' Wedded bliss: Ms Guthrie married her husband Michael Feldman at their 'surprise' wedding in March (pictured) and publicly announced her pregnancy a few days later .,I love the fact that I'm 42 years old and lucky enough to get this chance' Wedded bliss: Ms Guthrie married her husband Michael Feldman at their 'surprise' wedding in March (pictured) and publicly announced her pregnancy a few days later .
"excitement to desire: I . thought this was going to be one of the greatest races in history, and I . wanted the opportunity to be part of it,' said Dale Romans, trainer of .","I . thought this was going to be one of the greatest races in history, and I . wanted the opportunity to be part of it,' said Dale Romans, trainer of ."
disappointment to disapproval: Rejected: Former Lostprophets singer and convicted paedophile Ian Watkins has had his appeal bid against his sentence turned down .,"The appeal attempt made by Ian Watkins, the ex-Lostprophets frontman and convicted paedophile, has been rejected."
realization to sadness: complained he had not realised that his guilty plea had made him 'look .,"He lamented that he had not recognized the implications of his guilty plea, which had resulted in a negative perception of him."
fear to annoyance: disturbing reaction for anyone who has has anything to do with it.,disturbing reaction for anyone who has has anything to do with it.
approval to confusion: The motive is surely beyond doubt.,The motive is surely beyond doubt.
"disappointment to disapproval: That is not to knock the spectacle, which is often breath-taking, but after all these years it still doesn’t seem quite right.","That is not to knock the spectacle, which is often breath-taking, but after all these years it still doesn’t seem quite right."
"admiration to approval: And they look so much better now than they used to: no more granny knickers and hefty bras; modern shapewear, as its called, is glamorous, lacy and, dare I say, sexy.","Their appearance has greatly improved from the past, with no more outdated undergarments and heavy brassieres; the present-day shapewear, referred to as modern, is stylish, lacey, and perhaps even alluring."
"surprise to disappointment: They wonder why the Supreme Military Council, now in control, has not acted against former regime members to show its commitment to change.","The lack of action by the Supreme Military Council, which is now in charge, against former regime members is causing people to question their commitment to change."
"confusion to surprise: As the elections draw nearer, many are left wondering whether the military rulers will be willing to cede power to a civil government.","As the elections draw nearer, many are left wondering whether the military rulers will be willing to cede power to a civil government."
"sadness to remorse: Toure, who is a Muslim, said: ‘When you hear something like that it’s very disappointing — I feel very sorry for the families.","Being a Muslim, Toure conveyed his regret and condolences for the affected families."
"gratitude to confusion: thanks to a vague list of demands and disorganised leadership, will be .","As a result of an imprecise roster of requirements and unstructured guidance, the result will be unclear."
annoyance to disappointment: only a footnote in the history of middle America's growing frustration .,A small annotation in the annals of middle America's increasing dissatisfaction.
sadness to disappointment: with unemployment and a dismal economic forecast.,with unemployment and a dismal economic forecast.
"sadness to disappointment: with college degrees left out in the cold, unable to find jobs.","with college degrees left out in the cold, unable to find jobs."
caring to nervousness: I really worry what their lives are going to be .,The thought of their future fills me with anxiety.
joy to admiration: Good start: The Egyptian winger reels away after scoring his first goal for the Blues against Arsenal in March .,Good start: The Egyptian winger reels away after scoring his first goal for the Blues against Arsenal in March .
sadness to disappointment: Too many staff feel undervalued and demoralised when all they want is to be able to care for patients.,Too many staff feel undervalued and demoralised when all they want is to be able to care for patients.
"sadness to disappointment: Social care shortfalls meant dementia sufferers ‘have been cut adrift, reliant on unpaid and unsupported carers to live from day to day’ and problems were being stored up for the future by a failure to invest properly in children and young people's physical and mental health, they suggested.","The lack of social care resources has resulted in dementia patients being abandoned and having to rely on unaided caregivers for their daily survival. Furthermore, insufficient investment in the physical and mental health of children and young people is leading to future issues."
optimism to approval: I believe in my players and the staff I have around me.,I believe in my players and the staff I have around me.
"admiration to approval: It is one of the companies that has grown most in the country,"" Luis Tellez said.","It is one of the companies that has grown most in the country,"" Luis Tellez said."
admiration to approval: Democracy has come because of enormous effort and sacrifice.,Democracy has come because of enormous effort and sacrifice.
"admiration to approval: The winner was Nelson Mandela, revered to this day as a symbol of equality, reconciliation, non-violence and an unbending determination to make the privilege of democracy apply to all the people.","Nelson Mandela was declared the winner and continues to be venerated as a representation of parity, conciliation, non-aggression, and an unyielding resolve to ensure that democracy is accessible to all individuals."
