input_text,target_text
"admiration to approval: Competitively, Armenia has been successful in chess, weightlifting and wrestling at the international level.","Competitively, Armenia has been successful in chess, weightlifting and wrestling at the international level."
"sadness to disappointment: So, while the struggle to end child labour is necessary, getting there often requires taking different routes—and, sadly, there are many political obstacles.","While it is imperative to put an end to child labour, reaching this objective may require taking different routes, and unfortunately, there are several political obstacles."
"confusion to disapproval: The exact world Jewish population, however, is difficult to measure.",It is not easy to gauge the precise size of the world's Jewish population.
"admiration to disapproval: Labour and Social Welfare Minister Immanuel Ngatjizeko praised the 2008 study as ""by far superior in scope and quality to any that has been available previously"", but its methodology has also received criticism.","Labour and Social Welfare Minister Immanuel Ngatjizeko praised the 2008 study as ""by far superior in scope and quality to any that has been available previously"", but its methodology has also received criticism."
"sadness to disappointment: However, mortality continued to fall with life expectancy at birth for both sexes increasing by 1.73 years.","Nonetheless, the death rate continued to drop as the life expectancy at birth for both genders augmented by 1.73 years."
"approval to confusion: The majority of experts agree that the earliest pre-modern human migration via Beringia took place at least 13,500 years ago, with disputed evidence that people had migrated into the Americas much earlier, up to 40,000 years ago.","According to most authorities, the earliest pre-modern human migration through Beringia took place at least 13,500 years ago, with conflicting evidence that humans had migrated into the Americas much earlier, up to 40,000 years ago."
admiration to approval: It's actually one of the most broadminded places I’ve ever been.,"I've been to many places, but this one is the most accepting."
admiration to approval: The reason it’s a good school is that it encourages people to find the thing they love and to go for it.,The school's success is attributed to its emphasis on encouraging students to pursue their passions.
"optimism to approval: The thoughts, ideas and concepts developed at this period of life greatly influence one's future life, playing a major role in character and personality formation.","The thoughts, ideas and concepts developed at this period of life greatly influence one's future life, playing a major role in character and personality formation."
sadness to embarrassment: In the King's precession he and his concubines scandalize the town with their sexual behavior.,In the King's precession he and his concubines scandalize the town with their sexual behavior.
realization to disappointment: Reports have shown that minorities and women have faced discrimination in schools and businesses for many years and this discrimination produced unfair advantages for whites and males in education and employment.,Reports have shown that minorities and women have faced discrimination in schools and businesses for many years and this discrimination produced unfair advantages for whites and males in education and employment.
"surprise to sadness: After 12 years as commissioner of the AFL, David Baker retired unexpectedly on July 25, 2008, just two days before ArenaBowl XXII; deputy commissioner Ed Policy was named interim commissioner until Baker's replacement was found.","After 12 years as commissioner of the AFL, David Baker retired unexpectedly on July 25, 2008, just two days before ArenaBowl XXII; deputy commissioner Ed Policy was named interim commissioner until Baker's replacement was found."
"admiration to approval: It was the largest suburban shopping center in the world, and quickly became the main shopping destination for northern and western Detroit, and for much of the suburbs.","The largest shopping center in the suburbs globally, it swiftly became the primary shopping destination for northern and western Detroit, and a large portion of the suburbs."
"excitement to admiration: The sale price set a new world record for a piece of football memorabilia, surpassing the £254,000 paid for the Jules Rimet World Cup Trophy in 1997.","The football memorabilia fetched a price that set a new world record, surpassing the £254,000 paid for the Jules Rimet World Cup Trophy in 1997."
"disappointment to disapproval: General Brincourt asked for 1,000 men to be left behind to help maintain control over the state, but his request was denied.","General Brincourt asked for 1,000 men to be left behind to help maintain control over the state, but his request was denied."
sadness to disappointment: The agricultural policy favoring grain production at the expense of industrial and cash crops intensified economic hardships in the province.,The agricultural policy that favored grain production over industrial and cash crops intensified the province's economic challenges.
sadness to disappointment: The war had shattered the prosperity of the antebellum city.,The war had shattered the prosperity of the antebellum city.
"gratitude to disappointment: After the disappointment of the Gaspart era, the combination of a new young president, Joan Laporta, and a young new manager, former Dutch and Milan star Frank Rijkaard, saw the club bounce back.","After the disappointment of the Gaspart era, the combination of a new young president, Joan Laporta, and a young new manager, former Dutch and Milan star Frank Rijkaard, saw the club bounce back."
approval to realization: This increase in the importance of agriculture was attributable to food security needs of the population in the face of uncertainty during the first phases of transition and the collapse of the non-agricultural sectors of the economy in the early 1990s.,The surge in the significance of agriculture was caused by the need for food security during the first stages of transition and the failure of non-agricultural sectors in the early 1990s.
"admiration to approval: While invented long before, the practice of including music with the entrance gained rapid popularity during the 1980s, largely as a result of the huge success of Hulk Hogan and the WWF, and their Rock 'n' Wrestling Connection.","While invented long before, the practice of including music with the entrance gained rapid popularity during the 1980s, largely as a result of the huge success of Hulk Hogan and the WWF, and their Rock 'n' Wrestling Connection."
"admiration to caring: Great care is often taken during the alloying process to remove excess impurities, using fluxes, chemical additives, or other methods of extractive metallurgy.","Careful attention is given to removing excess impurities during the alloying process, which may involve the use of fluxes, chemical additives, or other extractive metallurgy techniques."
"confusion to disappointment: The status of Austria as a great power, with the unifications of Germany and Italy was now severely questioned.","The status of Austria as a great power, with the unifications of Germany and Italy was now severely questioned."
"approval to disappointment: The more conclusive finding has been that Internet use has a negative effect on the physical health of adolescents, as time spent using the Internet replaces time doing physical activities.","Internet use has a detrimental effect on the physical health of adolescents, as it replaces time that could be spent on physical activities."
"pride to approval: I don't deny it; in fact, I am proud of it.","I acknowledge it, and I am not ashamed of it."
"approval to remorse: I may have violated some specific laws, but I am guilty of doing no wrong.","I may have violated some specific laws, but I am guilty of doing no wrong."
joy to admiration: The Rodeo Parade is a popular event as most schools give two rodeo days off instead of Presidents Day.,The Rodeo Parade is a famous event as many schools provide two rodeo days off instead of Presidents Day.
optimism to approval: believe it is reasonable to suggest that lasers will play a major role in air defence starting in the next ten years.,"Lasers are expected to play a crucial role in air defence in the coming decade, which is a reasonable prediction."
"admiration to approval: This was reinforced by an appreciation, following the trend in sociological thought, of the manner in which the individual is affected by and contributes to the overall social context.","The sociological thought trend led to an appreciation of how the individual is affected by and contributes to the overall social context, which was reinforced."
admiration to approval: Apart from being an ardent gamer Spielberg has had a long history of involvement in video games.,Apart from being an ardent gamer Spielberg has had a long history of involvement in video games.
disappointment to disapproval: Once common but no longer commonly used because of its low accuracy and resolution is to screen print epoxy ink.,Once common but no longer commonly used because of its low accuracy and resolution is to screen print epoxy ink.
"sadness to disappointment: A series of famines and plagues, including the Great Famine of 1315–1317 and the Black Death, reduced the population to around half of what it was before the calamities.","A series of famines and plagues, including the Great Famine of 1315–1317 and the Black Death, reduced the population to around half of what it was before the calamities."
admiration to approval: This was followed by an even greater triumph: their first League and FA Cup double in 1970–71.,The first League and FA Cup double in 1970-71 followed as an even greater triumph.
"admiration to approval: The fanbase is large and generally loyal, and virtually all home matches sell out; in 2007–08 Arsenal had the second-highest average League attendance for an English club (60,070, which was 99.5% of available capacity), and, as of 2015, the third-highest all-time average attendance.","Arsenal enjoys a large and dedicated fanbase, with virtually every home game being sold out; during the 2007-08 season, the club had the second-highest average attendance in the English League, with 60,070 fans filling up 99.5% of the stadium's capacity, and as of 2015, it holds the third-highest all-time average attendance record."
"joy to admiration: They recorded a resounding 3–0 win in the game, winning their second trophy in three months.","They recorded a resounding 3–0 win in the game, winning their second trophy in three months."
"excitement to joy: Nine months after their Community Shield triumph, Arsenal appeared in the FA Cup final for the second year in a row, thrashing Aston Villa 4–0 in the final and becoming the most successful club in the tournament's history with 12 titles.","Arsenal won their 12th FA Cup title, beating Aston Villa 4-0 in the final, and becoming the most successful club in the tournament's history, nine months after their Community Shield win."
"disappointment to disapproval: However, in Western Islamic lands, where the Maliki views prohibited donors from controlling their endowment, madaris were not as popular.","However, in Western Islamic lands, where the Maliki views prohibited donors from controlling their endowment, madaris were not as popular."
"gratitude to admiration: Steve Reeves has been part of everything I've ever been fortunate enough to achieve.""","Steve Reeves has been part of everything I've ever been fortunate enough to achieve."""
sadness to embarrassment: I was embarrassed by the outward perception of my parents' Jewish practices.,I was embarrassed by the outward perception of my parents' Jewish practices.
"sadness to disappointment: Many of the endemic species and subspecies have become extinct as a result of massive clearance of the island's native vegetation of subtropical rainforest for agriculture, hunting and persecution as agricultural pests.","The eradication of the island's native subtropical rainforest for agriculture, hunting, and persecution as agricultural pests has resulted in the extinction of many endemic species and subspecies."
"admiration to approval: As a result of modernisation efforts over the years, Egypt's healthcare system has made great strides forward.",Modernisation efforts have led to significant improvements in Egypt's healthcare system.
confusion to disappointment: Nagumo's indecision had also created confusion aboard his carriers.,The carriers under Nagumo's command were in disarray due to his indecisiveness.
joy to approval: It has enjoyed a privileged position as the main melodic instrument in several different regions of the country.,It has been the favored melodic instrument in several regions of the country.
"sadness to disappointment: An additional natural disaster was the Rhine rift earthquake of 1356, one of Europe's worst which made ruins of Basel.","An additional natural disaster was the Rhine rift earthquake of 1356, one of Europe's worst which made ruins of Basel."
admiration to approval: The faith represents about a third of the world's population and is the largest religion in the world.,"The faith is the most significant religion globally, with about a third of the world's population following it."
"admiration to approval: As one of the most successful shows on U.S. television history, American Idol has a strong impact not just on television, but also in the wider world of entertainment.","American Idol's impact extends far beyond the realm of television, influencing the wider world of entertainment in significant ways."
"admiration to approval: As one of the most successful teams in the country, Arsenal have often featured when football is depicted in the arts in Britain.",Arsenal's success has led to their frequent inclusion in artistic representations of football in Britain.
"sadness to disappointment: As housing prices declined, major global financial institutions that had borrowed and invested heavily in subprime MBS reported significant losses.","As housing prices declined, major global financial institutions that had borrowed and invested heavily in subprime MBS reported significant losses."
"confusion to disapproval: However, even using these improved methods, the total number of bacterial species is not known and cannot even be estimated with any certainty.","However, even using these improved methods, the total number of bacterial species is not known and cannot even be estimated with any certainty."
admiration to approval: Association football is the country's most popular and most televised franchised sport.,"The country's most watched and franchised sport is association football, which is also the most popular."
"admiration to approval: At present the Alps are one of the more popular tourist destinations in the world with many resorts such Oberstdorf, in Bavaria, Saalbach in Austria, Davos in Switzerland, Chamonix in France, and Cortina d'Ampezzo in Italy recording more than a million annual visitors.","At present the Alps are one of the more popular tourist destinations in the world with many resorts such Oberstdorf, in Bavaria, Saalbach in Austria, Davos in Switzerland, Chamonix in France, and Cortina d'Ampezzo in Italy recording more than a million annual visitors."
"realization to disappointment: Originally, Canada was thought to have had the third-largest navy in the world, but with the fall of the Soviet Union, new data based on Japanese and Soviet sources found that to be incorrect.","Originally, Canada was thought to have had the third-largest navy in the world, but with the fall of the Soviet Union, new data based on Japanese and Soviet sources found that to be incorrect."
admiration to disappointment: The film was only a moderate success.,The film was only a moderate success.
"confusion to surprise: This may be an abrupt, surprising event, or it may slowly build up over time.","This may be an abrupt, surprising event, or it may slowly build up over time."
admiration to approval: Auto racing is also popular in the area.,Auto racing is also popular in the area.
"approval to caring: Infections can be prevented by antiseptic measures such as sterilizing the skin prior to piercing it with the needle of a syringe, and by proper care of indwelling catheters.","Preventing infections can be achieved through antiseptic measures, such as sterilizing the skin before piercing it with a needle, and proper care of indwelling catheters."
"joy to admiration: In 2009, Barcelona became the first Spanish club to win the continental treble consisting of La Liga, Copa del Rey, and the UEFA Champions League, and also became the first football club to win six out of six competitions in a single year, completing the sextuple in also winning the Spanish Super Cup, UEFA Super Cup and FIFA Club World Cup.","Barcelona's 2009 season was a historic one, as they became the first Spanish club to win the continental treble of La Liga, Copa del Rey, and the UEFA Champions League, and also won six out of six competitions in a single year, completing the sextuple by winning the Spanish Super Cup, UEFA Super Cup, and FIFA Club World Cup."
"joy to admiration: That same year, it also became the first football club ever to win six out of six competitions in a single year, thus completing the sextuple, comprising the aforementioned treble and the Spanish Super Cup, UEFA Super Cup and FIFA Club World Cup.","It was in the same year that the football club accomplished a remarkable feat by winning all six competitions, which included the treble, Spanish Super Cup, UEFA Super Cup, and FIFA Club World Cup."
excitement to approval: This was Barcelona's seventh La Liga title in the last ten years.,The La Liga title has been won by Barcelona for the seventh time in the last ten years.
"excitement to joy: On 6 June, Barcelona won the UEFA Champions League final with a 3–1 win against Juventus, which completed the treble, the club's second in 6 years.","On 6 June, Barcelona won the UEFA Champions League final with a 3–1 win against Juventus, which completed the treble, the club's second in 6 years."
"approval to realization: Revitalization began in the 1990s, with gentrification turning around many neighborhoods and reversing its decades-long trend of population loss.","Revitalization began in the 1990s, with gentrification turning around many neighborhoods and reversing its decades-long trend of population loss."
"gratitude to approval: In 2010, the economic situation stabilized and started a growth based on strong exports.","In 2010, the economic situation stabilized and started a growth based on strong exports."
"disappointment to disapproval: Although the line was adjusted several times to take frontier settlements into account and was impossible to enforce as law, it was strongly resented by backcountry settlers throughout the Appalachians.","Although the line was adjusted several times to take frontier settlements into account and was impossible to enforce as law, it was strongly resented by backcountry settlers throughout the Appalachians."
annoyance to disappointment: The Shagari government became viewed as corrupt and incompetent by virtually all sectors of Nigerian society.,The Shagari government became viewed as corrupt and incompetent by virtually all sectors of Nigerian society.
"disappointment to disapproval: Despite development efforts, his combative style during his five terms in office was not well received by many suburban residents.","Regardless of development initiatives, his contentious manner throughout his five terms in office was not positively received by many suburban dwellers."
"sadness to disappointment: Recently, its economic status has been affected by the global recession.",The global recession has caused a negative effect on its economic status in recent times.
"sadness to disappointment: The indigenous populations of many West Indian islands, and much of the South-East of what is now the United States that had survived the 16th- and 17th-century epidemics of European-introduced diseases then became the victims of large-scale slave raiding, with much of the region completely depopulated.","Large-scale slave raiding in the West Indian islands and the South-East of the United States caused the complete depopulation of the region, which had previously survived the European-introduced diseases of the 16th and 17th centuries."
"disappointment to disapproval: Yet, the debates never attained the broad appeal that athletics enjoyed.","Still, the debates never reached the same level of popularity as sports."
"admiration to disappointment: Although the film received negative reviews from critics, the movie did well at the US box office, grossing $68 million—$60 million more than Cadillac Records—on a budget of $20 million.","Even though the movie was negatively reviewed by critics, it still managed to do well at the US box office, grossing $68 million, which was $60 million more than Cadillac Records, despite having a budget of only $20 million."
gratitude to approval: Boston's literary culture continues today thanks to the city's many universities and the Boston Book Festival.,The Boston Book Festival and the city's many universities have contributed to the preservation of Boston's literary culture.
joy to disappointment: The fourth-place finisher Josh Gracin also enjoyed some success as a country singer.,"Despite finishing fourth, Josh Gracin found success as a country singer."
disappointment to disapproval: Barn systems have been found to have the worst bird welfare.,The bird welfare in barn systems is the least satisfactory.
fear to disapproval: This type of work that youth are taking part in is very dangerous due to the physical and psychological implications that come with these jobs.,The work that young individuals are participating in is unsafe due to the physical and mental implications that are associated with these tasks.
"fear to sadness: I damn-near cried, it made me feel so terrible.""","It was almost enough to make me cry, it made me feel so wretched."
admiration to approval: Another important development was the popularization of science among an increasingly literate population.,Another important development was the popularization of science among an increasingly literate population.
"disgust to nervousness: Ventilation was so bad that the interior smelled, and when a decision was taken to install gas lamps, there was a serious worry about the build-up of gas on the lower floors.","Ventilation was so bad that the interior smelled, and when a decision was taken to install gas lamps, there was a serious worry about the build-up of gas on the lower floors."
disgust to annoyance: It was also said that staff were lax and lazy and the palace was dirty.,The palace was allegedly unclean and the staff were accused of being lazy and inattentive.
"admiration to remorse: Bush himself was receptive to the apology, saying, ""I appreciate that.","Upon receiving the apology, Bush expressed his appreciation by stating, ""I appreciate that."""
"excitement to joy: The highlight of this fun fair is the 12 kilometres (7 mi) long Parade of the Marksmen with more than 12.000 participants from all over the world, among them around 5.000 marksmen, 128 bands and more than 70 wagons, carriages and big festival vehicles.","The highlight of this fun fair is the 12 kilometres (7 mi) long Parade of the Marksmen with more than 12.000 participants from all over the world, among them around 5.000 marksmen, 128 bands and more than 70 wagons, carriages and big festival vehicles."
"admiration to approval: It worked particularly well on silk, satin and other luxury textiles.","It worked particularly well on silk, satin and other luxury textiles."
"disappointment to disapproval: The Japanese achieved major military victories, but world opinion—in particular in the United States—condemned Japan, especially after the Panay Incident.","Japan accomplished major military triumphs, but the world, particularly the US, disapproved of Japan, especially after the Panay Incident."
"caring to nervousness: Some ethnic groups are concerned about the potential political and economic effects, as federal assistance to historically underserved groups has depended on Census data.","Several ethnic groups are anxious about the potential political and economic ramifications, as Census data is essential for federal assistance to historically underserved communities."
caring to nervousness: Raids from the nomadic Berber people of the desert were a constant concern of those living on the edge of the desert.,The nomadic Berber people of the desert's raids were a perpetual worry for those living on the desert's fringes.
"realization to surprise: The Ulm Maneuver completely surprised General Mack, who belatedly understood that his army had been cut off.","The Ulm Maneuver completely surprised General Mack, who belatedly understood that his army had been cut off."
"realization to disappointment: By September 2008, average U.S. housing prices had declined by over 20% from their mid-2006 peak.","By September 2008, average U.S. housing prices had declined by over 20% from their mid-2006 peak."
"disappointment to disapproval: Moreover, Combined Fleet doctrine was inadequate to execute the proposed ""barrier"" defence.","Moreover, Combined Fleet doctrine was inadequate to execute the proposed ""barrier"" defence."
"disappointment to disapproval: When the U.S. government proposed the addition of the category of ""bi-racial"" or ""multiracial"" in 1988, the response from the general public was mostly negative.","When the U.S. government proposed the addition of the category of ""bi-racial"" or ""multiracial"" in 1988, the response from the general public was mostly negative."
"approval to realization: By the early years of the 21st century, western clothing styles had, to some extent, become international styles.","By the early years of the 21st century, western clothing styles had, to some extent, become international styles."
"admiration to approval: This effort achieved a measure of success, with increased agricultural production and investment in industrialization.","This initiative saw some success, with an increase in agricultural production and investment in industrialization."
"sadness to disappointment: The conflict placed enormous strain on the military, financial and manpower resources of Britain.","The conflict placed enormous strain on the military, financial and manpower resources of Britain."
"fear to nervousness: By the turn of the 20th century, fears had begun to grow in Britain that it would no longer be able to defend the metropole and the entirety of the empire while at the same time maintaining the policy of ""splendid isolation"".","Britain began to worry by the turn of the 20th century that it could not defend the metropole and the entirety of the empire while maintaining the ""splendid isolation"" policy."
"annoyance to disapproval: The resulting interference is especially problematic in audio applications, potentially causing feedback or unintended recording.","Interference in audio applications can result in feedback or unintended recording, which is particularly problematic."
joy to approval: Carthage was Palermo’s major trading partner under the Phoenicians and the city enjoyed a prolonged peace during this period.,"The Phoenician civilization established Carthage as Palermo's major trading partner, resulting in a prolonged era of peace in the city."
"confusion to curiosity: Why is not all nature in confusion, instead of the species being, as we see them, well defined?""","Why isn't the natural world in disarray, with species being well-defined as we witness them?"
admiration to approval: He would go on to win the title a further three times.,He ended up winning the title three more times.
"admiration to desire: The proclamation recognized Chicago as the original home of house music and that the music's original creators ""were inspired by the love of their city, with the dream that someday their music would spread a message of peace and unity throughout the world"".","The proclamation recognized Chicago as the original home of house music and that the music's original creators ""were inspired by the love of their city, with the dream that someday their music would spread a message of peace and unity throughout the world""."
"sadness to disappointment: Chopin's public popularity as a virtuoso began to wane, as did the number of his pupils, and this, together with the political strife and instability of the time, caused him to struggle financially.","Chopin's public popularity as a virtuoso began to wane, as did the number of his pupils, and this, together with the political strife and instability of the time, caused him to struggle financially."
admiration to approval: Christian Marian perspectives include a great deal of diversity.,A great deal of diversity is present within Christian Marian perspectives.
approval to disapproval: Cockfighting has been banned in many countries during the last century on the grounds of cruelty to animals.,Cockfighting has been banned in many countries during the last century on the grounds of cruelty to animals.
admiration to approval: This unique culture served as a catalyst for journalism when Joseph Addison and Richard Steele recognized its potential as an audience.,The acknowledgment of the audience potential of this one-of-a-kind culture by Joseph Addison and Richard Steele triggered the growth of journalism.
excitement to approval: College sports are also popular in southern California.,College sports are also popular in southern California.
admiration to approval: Collegiate athletics are a popular draw in the state.,Collegiate athletics are a popular draw in the state.
"admiration to approval: Concurrently, the recent movements of New Urbanism, Metaphoric architecture and New Classical Architecture promote a sustainable approach towards construction, that appreciates and develops smart growth, architectural tradition and classical design.","The simultaneous emergence of New Urbanism, Metaphoric architecture and New Classical Architecture are all promoting a sustainable strategy for building, which respects and advances smart growth, architectural tradition and classical design."
"approval to desire: The ultimate goal is human flourishing; making life better for all humans, and as the most conscious species, also promoting concern for the welfare of other sentient beings and the planet as a whole.","The ultimate aspiration is to attain human flourishing, which encompasses improving the lives of all humans and advocating for the welfare of other sentient beings and the planet as a whole."
"fear to disappointment: These various manifestations of corruption can ultimately present a danger for the public health; they can discredit specific, essential institutions or social relationships.","The numerous displays of corruption can ultimately endanger public health and undermine specific, critical institutions or social ties."
sadness to disappointment: Cyprus suffers from a chronic shortage of water.,The water shortage in Cyprus is a long-standing problem.
"disappointment to disapproval: Due to a lack of information that indicate the likely energy savings, daylighting schemes are not yet popular among most buildings.","Due to a lack of information that indicate the likely energy savings, daylighting schemes are not yet popular among most buildings."
sadness to disappointment: These farming practices led to deforestation and caused extensive environmental damage.,These agricultural practices resulted in the clearance of forests and caused extensive damage to the environment.
sadness to disappointment: It was one of the worst incidents of civil unrest in American history.,It was one of the worst incidents of civil unrest in American history.
"approval to desire: Despite Western isolation, Asian corporations have generally remained willing to continue investing in the country and to initiate new investments, particularly in natural resource extraction.","Despite the country's Western isolation, Asian companies have remained committed to investing in the country and are eager to explore new investment opportunities, particularly in natural resource extraction."
"admiration to surprise: Despite her editors' warnings that the book might not sell well, it quickly became a sensation, bringing acclaim to Lee in literary circles, in her hometown of Monroeville, and throughout Alabama.","The book's success was unexpected, despite the editors' warnings, and it quickly became a sensation, earning Lee recognition in literary circles, her hometown of Monroeville, and throughout Alabama."
admiration to approval: The buildings and big squares of the Pombaline City Centre still remain as one of Lisbon's tourist attractions.,The buildings and big squares of the Pombaline City Centre still remain as one of Lisbon's tourist attractions.
"admiration to approval: Despite the initial negative press, several websites have given the system very good reviews mostly regarding its hardware.","Several websites have given the system high ratings for its hardware, despite the negative press it received initially."
admiration to approval: It was a valuable blunder ...,The blunder had a positive outcome.
"disappointment to embarrassment: Dissatisfaction with the conduct of the war was growing with the public in the UK and in other countries, aggravated by reports of fiascos, especially the humiliating defeat of the Charge of the Light Brigade at the Battle of Balaclava.","The public in the UK and other nations were growing more discontented with the war's management, fueled by reports of fiascos, particularly the embarrassing loss of the Charge of the Light Brigade at the Battle of Balaclava."
"joy to admiration: From a number of accounts, singing was apparently one of Dominic's great delights.","From a number of accounts, singing was apparently one of Dominic's great delights."
"admiration to approval: It accommodates some of the world's largest cruise ships and operations, and is the busiest port in both passenger traffic and cruise lines.","It accommodates some of the world's largest cruise ships and operations, and is the busiest port in both passenger traffic and cruise lines."
"sadness to disappointment: Due to industrial restructuring and loss of jobs in the auto industry, Detroit lost considerable population from the late 20th century to present.",Industrial restructuring and job losses in the auto industry led to a substantial decrease in Detroit's population from the late 20th century to present.
"gratitude to approval: Downtown Detroit has held an increased role as an entertainment destination in the 21st century, with the restoration of several historic theatres, several new sports stadiums, and a riverfront revitalization project.","Downtown Detroit has held an increased role as an entertainment destination in the 21st century, with the restoration of several historic theatres, several new sports stadiums, and a riverfront revitalization project."
"admiration to approval: It is a UN World Heritage site, valued for its archaeological and religious history.","The UN has designated the site as a World Heritage site, recognizing its historical and religious importance."
"amusement to admiration: His letters home from Szafarnia (to which he gave the title ""The Szafarnia Courier""), written in a very modern and lively Polish, amused his family with their spoofing of the Warsaw newspapers and demonstrated the youngster's literary gift.","The ""Szafarnia Courier,"" a collection of letters written in a vibrant and modern Polish, amused his family with their lampooning of the Warsaw newspapers and demonstrated the young man's literary prowess."
"sadness to disappointment: The recession, in turn, deepened the credit crunch as demand and employment fell, and credit losses of financial institutions surged.","The recession, in turn, deepened the credit crunch as demand and employment fell, and credit losses of financial institutions surged."
"disappointment to disapproval: The King imposed rationing at the palace, much to the dismay of his guests and household.",The King's decision to impose rationing in the palace was met with disapproval from his guests and household.
"confusion to annoyance: I don’t know how being told you have money is an insult.""",I cannot comprehend why being informed of your monetary status is deemed as an insult.
"disappointment to disapproval: However, Madonna's film career has been largely received negatively by the film critic community.",Film critics have largely expressed negative opinions about Madonna's career in film.
"sadness to disappointment: During the 1930s, parts of the state began suffering the consequences of poor farming practices, extended drought and high winds.","Some areas of the state were affected by the negative outcomes of poor farming practices, extended drought, and high winds in the 1930s."
admiration to approval: I'm all for exposing children to wonderful cultural experiences.,I endorse the idea of exposing children to fantastic cultural experiences.
sadness to disappointment: Compounding Armenia's problems was a devastating earthquake in 1988 with a moment magnitude of 7.2.,"The devastating earthquake in 1988, which had a moment magnitude of 7.2, added to Armenia's problems."
"sadness to disappointment: In 2007, however, the housing market crashed causing lots of foreclosures on houses.","In 2007, however, the housing market crashed causing lots of foreclosures on houses."
"sadness to disappointment: In 2012, Forbes magazine named Miami the most miserable city in the United States because of a crippling housing crisis that has cost multitudes of residents their homes and jobs.","In 2012, Forbes magazine named Miami the most miserable city in the United States because of a crippling housing crisis that has cost multitudes of residents their homes and jobs."
"caring to fear: It also scared NASA planners, as it took them several days to figure out that it was only an automated flight, not piloted, because voice recordings were transmitted from the craft en route to the Moon.","It also scared NASA planners, as it took them several days to figure out that it was only an automated flight, not piloted, because voice recordings were transmitted from the craft en route to the Moon."
"disappointment to disapproval: It turned out there was no chance of a piloted Soviet circumlunar flight during 1968, due to the unreliability of the Zonds.","Due to the Zonds' unreliability, a piloted Soviet circumlunar flight in 1968 was out of the question."
"admiration to surprise: In 1961, when To Kill a Mockingbird was in its 41st week on the bestseller list, it was awarded the Pulitzer Prize, stunning Lee.","The Pulitzer Prize was awarded to To Kill a Mockingbird in 1961, which had been on the bestseller list for 41 weeks, leaving Lee stunned."
"joy to approval: During this period, the island enjoyed increased revenues through the sale of flax, with prices peaking in 1951.","From the sale of flax, the island's revenues grew during this period, with the most profitable year being 1951."
"optimism to desire: He hoped that he could do some good by winning earthly glory and praising virtue, inferior though that might be to a life devoted solely to prayer.","He wished to attain earthly honor and commend goodness, even though it was not as important as a life committed to prayer."
"sadness to embarrassment: It was also described as a ""sadistic musical bake-off"", and ""a romp in humiliation"".","It was characterized as a ""cruel musical showdown"" and ""a humiliating game""."
disappointment to disapproval: The decision to send the season one winner to sing the national anthem at the Lincoln Memorial on the first anniversary of the September 11 attacks in 2002 was also poorly received by many.,The choice to have the season one winner perform the national anthem at the Lincoln Memorial on the first anniversary of the September 11 attacks in 2002 was not well-received by a lot of people.
